x-axis,1,2
second,Volt,Volt
-221.2000E-03,,
-220.9500E-03,+1.1483197E+00,-4.4973304E+00
-220.7000E-03,+1.1106313E+00,+3.6091394E+00
-220.4500E-03,+1.1015232E+00,+3.7014761E+00
-220.2000E-03,+1.1231941E+00,-4.5023555E+00
-219.9500E-03,+1.1106313E+00,-4.4794283E+00
-219.7000E-03,+1.0763976E+00,+3.6521670E+00
-219.4500E-03,+1.0804805E+00,+3.7036746E+00
-219.2000E-03,+1.0864479E+00,-4.4973304E+00
-218.9500E-03,+1.0617933E+00,+2.0139761E+00
-218.7000E-03,+1.0453046E+00,+3.6914258E+00
-218.4500E-03,+1.0658762E+00,-3.8271042E+00
-218.2000E-03,+1.0512720E+00,-4.4794283E+00
-217.9500E-03,+1.0181376E+00,+3.6270414E+00
-217.7000E-03,+1.0190798E+00,+3.7036746E+00
-217.4500E-03,+1.0402795E+00,-4.5023555E+00
-217.2000E-03,+1.0211212E+00,-4.1578203E+00
-216.9500E-03,+813.5207E-03,+3.5447550E+00
-216.7000E-03,+1.0010207E+00,+1.1537374E+00
-216.4500E-03,+1.0035333E+00,-4.4913630E+00
-216.2000E-03,+965.8448E-03,+3.6160490E+00
-215.9500E-03,+962.3901E-03,+3.7036746E+00
-215.7000E-03,+982.4906E-03,-4.5023555E+00
-215.4500E-03,+965.8448E-03,-4.4772299E+00
-215.2000E-03,+930.6690E-03,+3.6571922E+00
-214.9500E-03,+935.6941E-03,+3.7036746E+00
-214.7000E-03,+957.3649E-03,-4.4973304E+00
-214.4500E-03,+920.6187E-03,+3.1637877E+00
-214.2000E-03,+917.1639E-03,+3.6964510E+00
-213.9500E-03,+927.2142E-03,-4.4973304E+00
-213.7000E-03,+922.1891E-03,-4.4822550E+00
-213.4500E-03,+884.5006E-03,+3.6370917E+00
-213.2000E-03,+884.5006E-03,+3.7014761E+00
-212.9500E-03,+903.0308E-03,-4.4995288E+00
-212.7000E-03,+885.4428E-03,-2.3757852E+00
-212.4500E-03,+664.8084E-03,+3.5255967E+00
-212.2000E-03,+875.8637E-03,-2.3506595E+00
-211.9500E-03,+872.4089E-03,-4.4863379E+00
-211.7000E-03,+840.2167E-03,+3.6191897E+00
-211.4500E-03,+838.1752E-03,+3.7036746E+00
-211.2000E-03,+849.3247E-03,-4.5023555E+00
-210.9500E-03,+841.7871E-03,-4.4772299E+00
-210.7000E-03,+485.9453E-03,+3.3899183E+00
-210.4500E-03,+806.6112E-03,+3.3688756E+00
-210.2000E-03,+829.2242E-03,-4.4973304E+00
