x-axis,1,2
second,Volt,Volt
-100.000E-03,+350.769E-03,+126.664E-03
-99.900E-03,+250.769E-03,+209.579E-03
-99.800E-03,+156.800E-03,+14.101E-03
-99.700E-03,+239.212E-03,+241.237E-03
-99.600E-03,+350.769E-03,+112.091E-03
-99.500E-03,+157.805E-03,+16.614E-03
-99.400E-03,+165.342E-03,+14.604E-03
-99.300E-03,+343.232E-03,+106.061E-03
-99.200E-03,+347.754E-03,+107.066E-03
-99.100E-03,-213.050E-03,-274.844E-03
-99.000E-03,+160.317E-03,+3.046E-03
-98.900E-03,+269.362E-03,+43.749E-03
-98.800E-03,-614.557E-03,-592.934E-03
-98.700E-03,+155.795E-03,+1.538E-03
-98.600E-03,+161.322E-03,-472E-06
-98.500E-03,+342.729E-03,+95.508E-03
-98.400E-03,+218.106E-03,+243.749E-03
-98.300E-03,+152.277E-03,-11.527E-03
-98.200E-03,+712.076E-03,+658.825E-03
-98.100E-03,+341.222E-03,+84.453E-03
-98.000E-03,+147.252E-03,-12.030E-03
-97.900E-03,+153.785E-03,-12.532E-03
-97.800E-03,+361.825E-03,+94.001E-03
-97.700E-03,+350.267E-03,+84.955E-03
-97.600E-03,+57.805E-03,-46.200E-03
-97.500E-03,+149.764E-03,-22.080E-03
-97.400E-03,+339.714E-03,+71.388E-03
-97.300E-03,+337.202E-03,+72.895E-03
-97.200E-03,+142.227E-03,-25.597E-03
-97.100E-03,+146.749E-03,-26.100E-03
-97.000E-03,+320.619E-03,+64.352E-03
-96.900E-03,+75.895E-03,-45.698E-03
-96.800E-03,+136.197E-03,-36.150E-03
-96.700E-03,+140.217E-03,-35.145E-03
-96.600E-03,+321.624E-03,+59.327E-03
-96.500E-03,+123.634E-03,-41.678E-03
-96.400E-03,+132.679E-03,-40.673E-03
-96.300E-03,+528.156E-03,+434.202E-03
-96.200E-03,+326.146E-03,+54.805E-03
-96.100E-03,+140.719E-03,+38.222E-03
-96.000E-03,+125.141E-03,-49.215E-03
-95.900E-03,+450.769E-03,+324.151E-03
-95.800E-03,+308.056E-03,+42.242E-03
-95.700E-03,+114.589E-03,-60.271E-03
-95.600E-03,+118.609E-03,-58.261E-03
-95.500E-03,+290.468E-03,+31.187E-03
-95.400E-03,+400.016E-03,-245.698E-03
-95.300E-03,+111.071E-03,-63.286E-03
-95.200E-03,+113.584E-03,-68.813E-03
-95.100E-03,+296.498E-03,+30.182E-03
-95.000E-03,+83.433E-03,-82.884E-03
-94.900E-03,+107.051E-03,-76.854E-03
-94.800E-03,+308.558E-03,+46.262E-03
